;Unnamed: 0;loc_for_geocoding;Street;Numbers;Toponyms;full_street_name;location_options;addr_to_geocode;only_full_street_name;Location;geometry;date;text;label_cat;loc_dist;source;source_cf;index_right;NAME
39934;39934;Ильюшина ул;ильюшина;;улица;улица Ильюшина  Санкт-Петербург Россия;['улица Ильюшина  Санкт-Петербург Россия'];улица Ильюшина  Санкт-Петербург Россия;улица Ильюшина;улица Ильюшина, Озеро Долгое, округ Озеро Долгое, Санкт-Петербург, Северо-Западный федеральный округ, 197372, Россия;POINT (30.240792598525214 60.00930908864468);2022-04-17;Нет информации о новых маршрутов транспорта;Транспорт;Приморский;ПОС;1;50.0;Озеро Долгое
39948;39948;Среднерогатская ул;среднерогатская;;улица;Среднерогатская улица  Санкт-Петербург Россия;['Среднерогатская улица  Санкт-Петербург Россия'];Среднерогатская улица  Санкт-Петербург Россия;Среднерогатская улица;Среднерогатская улица, Ленинградская сторона, округ Звёздное, Санкт-Петербург, Северо-Западный федеральный округ, 196158, Россия;POINT (30.336796577860802 59.822241460910334);2022-04-17;По проекту все коммуникации на улице Среднерогатская должны быть под землёй. Что это за кабель пустили воздушным способом? Портится эстетический вид. Просьба выяснить и демонтировать, если это не по проекту.;Энергетика;Московский;ПОС;1;71.0;Звёздное
39958;39958;Художников пр-т 2;художников;2;;проспект Художников 2 Санкт-Петербург Россия;['проспект Художников 2 Санкт-Петербург Россия'];проспект Художников 2 Санкт-Петербург Россия;проспект Художников;9 к2, проспект Художников, округ Сосновское, Санкт-Петербург, Северо-Западный федеральный округ, 194295, Россия;POINT (30.347445602024052 60.03562385);2022-04-17;Здравствуйте, во дворе дома художников 2 и северный 16, на детской площадке сломана винтовая горка и из земли возле спуска другой горки торчит арматура. Прости устранить;Благоустройство;Выборгский;ПОС;1;70.0;Сосновское
39959;39959;Космонавтов пр-т 21к1;космонавтов;;;проспект Космонавтов  Санкт-Петербург Россия;['проспект Космонавтов  Санкт-Петербург Россия'];проспект Космонавтов  Санкт-Петербург Россия;проспект Космонавтов;проспект Космонавтов, округ Гагаринское, Санкт-Петербург, Северо-Западный федеральный округ, 196244, Россия;POINT (30.346057826567453 59.86729434323079);2022-04-17;Необходимо занизить поребрик у дома 21к1 по проспекту Космонавтов, чтобы с коляской возможно было пройти по двору.;Дороги;Московский;ПОС;1;78.0;Гагаринское
39960;39960;Бабушкина ул 89к2;бабушкина;;улица;улица Бабушкина  Санкт-Петербург Россия;['улица Бабушкина  Санкт-Петербург Россия'];улица Бабушкина  Санкт-Петербург Россия;улица Бабушкина;улица Бабушкина, Щемиловка, Обуховский округ, Санкт-Петербург, Северо-Западный федеральный округ, 193174, Россия;POINT (30.4474435 59.8724864);2022-04-17;Здравствуйте! Очень грязно во дворах, везде разбросан мусор. Прошу произвести уборку дворовых территорий. Адрес: ул. Бабушкина 89к2.;Отходы;Невский;ПОС;1;98.0;Обуховский
39974;39974;Богатырский пр-т;богатырский;;;Богатырский проспект  Санкт-Петербург Россия;['Богатырский проспект  Санкт-Петербург Россия'];Богатырский проспект  Санкт-Петербург Россия;Богатырский проспект;Богатырский проспект, Комендантский аэродром, округ Комендантский аэродром, Санкт-Петербург, Северо-Западный федеральный округ, 197348, Россия;POINT (30.290548361958518 59.99998739093241);2022-04-17;Скопление мусора. Просьба убрать;Отходы;Приморский;ПОС;1;60.0;Комендантский аэродром
40038;40038;Гаванская ул 38;гаванская;38;улица;Гаванская улица 38 Санкт-Петербург Россия;['Гаванская улица 38 Санкт-Петербург Россия'];Гаванская улица 38 Санкт-Петербург Россия;Гаванская улица;38, Гаванская улица, Гавань, округ Гавань, Санкт-Петербург, Северо-Западный федеральный округ, 199406, Россия;POINT (30.237666173810567 59.936714800000004);2022-04-17;Открыт подвал. Гаванская 38,6ая парадная;ЖКХ;Василеостровский;ПОС;1;38.0;Гавань
40041;40041;Достоевского ул;достоевского;;улица;улица Достоевского  Санкт-Петербург Россия;['улица Достоевского  Санкт-Петербург Россия'];улица Достоевского  Санкт-Петербург Россия;улица Достоевского;улица Достоевского, Владимирский округ, Санкт-Петербург, Северо-Западный федеральный округ, 191126, Россия;POINT (30.345859442131957 59.92288527053819);2022-04-17;Установлены искусственные неровности. Законна ли установка? Если да, то где дорожные знаки?;Транспорт;Петродворцовый;ПОС;1;75.0;Владимирский
40044;40044;Науки пр-т;науки;;;проспект Науки  Санкт-Петербург Россия;['проспект Науки  Санкт-Петербург Россия'];проспект Науки  Санкт-Петербург Россия;проспект Науки;проспект Науки, округ Академическое, Санкт-Петербург, Северо-Западный федеральный округ, 195427, Россия;POINT (30.374376855858753 60.017624320489126);2022-04-17;Прошу проверить законность размещения  ларька по адресу проспект Науки 10.;Безопасность;Калининский;ПОС;1;85.0;Академическое
40066;40066;Кантемировская ул 33;кантемировская;33;улица;Кантемировская улица 33 Санкт-Петербург Россия;['Кантемировская улица 33 Санкт-Петербург Россия'];Кантемировская улица 33 Санкт-Петербург Россия;Кантемировская улица;33, Кантемировская улица, Выборгская сторона, округ Сампсониевское, Санкт-Петербург, Северо-Западный федеральный округ, 194100, Россия;POINT (30.35038205711725 59.985628399999996);2022-04-17;Установили торговую палатку прямо на газоне, за ограждением;Безопасность;Выборгский;ПОС;1;72.0;Сампсониевское
40070;40070;Доблести ул;доблести;;улица;улица Доблести  Санкт-Петербург Россия;['улица Доблести  Санкт-Петербург Россия'];улица Доблести  Санкт-Петербург Россия;улица Доблести;улица Доблести, Южно-Приморский округ, Санкт-Петербург, Северо-Западный федеральный округ, 198328, Россия;POINT (30.176511594240363 59.85799962783799);2022-04-17;Оторвали сетку.;Дороги;Красносельский;ПОС;1;27.0;Южно-Приморский
40082;40082;Голицынская ул;голицынская;;улица;Голицынская улица  Санкт-Петербург Россия;['Голицынская улица  Санкт-Петербург Россия'];Голицынская улица  Санкт-Петербург Россия;Голицынская улица;Голицынская улица, Осиновая Роща, Парголово, Санкт-Петербург, Северо-Западный федеральный округ, 194362, Россия;POINT (30.262779847753755 60.1074109077348);2022-04-17;Разрушена плитка на тротуаре. Гравий на тротуаре.;Дороги;Выборгский;ПОС;1;30.0;Парголово
40088;40088;Полевая Сабировская ул 45к1;сабировская;;улица;Сабировская улица  Санкт-Петербург Россия;['Сабировская улица  Санкт-Петербург Россия'];Сабировская улица  Санкт-Петербург Россия;Сабировская улица;Сабировская улица, округ Озеро Долгое, Санкт-Петербург, Северо-Западный федеральный округ, 197183, Россия;POINT (30.281842219956612 59.98963736690727);2022-04-17;Отсутствует тротуар вдоль Полевой Сабировской улицы от дома 45к1 до перекрёстка с Богатырским проспектом. Пешеходам приходится пробираться по грязи, через газоны. С детской коляской вообще невозможно пройти;Дороги;Приморский;ПОС;1;50.0;Озеро Долгое
40096;40096;Брянцева ул 13к1;брянцева;;улица;улица Брянцева  Санкт-Петербург Россия;['улица Брянцева  Санкт-Петербург Россия'];улица Брянцева  Санкт-Петербург Россия;улица Брянцева;улица Брянцева, округ Прометей, Санкт-Петербург, Северо-Западный федеральный округ, 195297, Россия;POINT (30.408660478073724 60.04179504104047);2022-04-18;Уважаемая Администрация. Просьба провести уборку большого количества песка на дороге. Интенсивное движение машин. Пылевые бури Возникают при движении людей на тротуаре. Спасибо;Дороги;Калининский;ПОС;1;79.0;Прометей
40115;40115;Караваевская ул 26к1;караваевская;;улица;Караваевская улица  Санкт-Петербург Россия;['Караваевская улица  Санкт-Петербург Россия'];Караваевская улица  Санкт-Петербург Россия;Караваевская улица;Караваевская улица, Рыбацкое, округ Рыбацкое, Санкт-Петербург, Северо-Западный федеральный округ, 192177, Россия;POINT (30.49635206231506 59.835829074383334);2022-04-18;Здравствуйте, дырища просто ужас какой-то! Пожалуйста, заделайте её.;Дороги;Невский;ПОС;1;104.0;Рыбацкое
40116;40116;Тележная ул 13;тележная;13;улица;Тележная улица 13 Санкт-Петербург Россия;['Тележная улица 13 Санкт-Петербург Россия'];Тележная улица 13 Санкт-Петербург Россия;Тележная улица;13, Тележная улица, округ Лиговка-Ямская, Санкт-Петербург, Северо-Западный федеральный округ, 191024, Россия;POINT (30.373544269624443 59.926206199999996);2022-04-18;Добрый день, уважаемая Администрация. По указанному адресу яма в асфальтовом покрытии. Фото прилагается;Дороги;Центральный;ПОС;1;83.0;Лиговка-Ямская
40119;40119;Науки пр-т;науки;;;проспект Науки  Санкт-Петербург Россия;['проспект Науки  Санкт-Петербург Россия'];проспект Науки  Санкт-Петербург Россия;проспект Науки;проспект Науки, округ Академическое, Санкт-Петербург, Северо-Западный федеральный округ, 195427, Россия;POINT (30.374376855858753 60.017624320489126);2022-04-18;Разбитая дорога отсюда и до ул.Карпинского;Дороги;Калининский;ПОС;1;85.0;Академическое
40143;40143;Шафировский пр-т;шафировский;;;Шафировский проспект  Санкт-Петербург Россия;['Шафировский проспект  Санкт-Петербург Россия'];Шафировский проспект  Санкт-Петербург Россия;Шафировский проспект;Шафировский проспект, округ Полюстрово, Санкт-Петербург, Северо-Западный федеральный округ, 196067, Россия;POINT (30.446864345393468 59.989823973050406);2022-04-18;Глубокая колея на протяжении 500 м в обеих полосах;Дороги;Красногвардейский;ПОС;1;95.0;Полюстрово
40154;40154;Шафировский пр-т;шафировский;;;Шафировский проспект  Санкт-Петербург Россия;['Шафировский проспект  Санкт-Петербург Россия'];Шафировский проспект  Санкт-Петербург Россия;Шафировский проспект;Шафировский проспект, округ Полюстрово, Санкт-Петербург, Северо-Западный федеральный округ, 196067, Россия;POINT (30.446864345393468 59.989823973050406);2022-04-18;Много глубоких ям в полосе;Дороги;Красногвардейский;ПОС;1;95.0;Полюстрово
40165;40165;Новостроек ул;новостроек;;улица;улица Новостроек  Санкт-Петербург Россия;['улица Новостроек  Санкт-Петербург Россия'];улица Новостроек  Санкт-Петербург Россия;улица Новостроек;улица Новостроек, СНТ «Веретено-2», Торики, округ Горелово, Санкт-Петербург, Северо-Западный федеральный округ, 198323, Россия;POINT (30.12777951407695 59.78741613647828);2022-04-18;Ул. Новостроек от ул. Говорова до пр. Стачек как после бомбёжки. Прошу отремонтировать.;Дороги;Кировский;ПОС;1;18.0;Горелово
40170;40170;Туристская ул;туристская;;улица;Туристская улица  Санкт-Петербург Россия;['Туристская улица  Санкт-Петербург Россия'];Туристская улица  Санкт-Петербург Россия;Туристская улица;Туристская улица, Северо-Приморская часть, округ № 65, Санкт-Петербург, Северо-Западный федеральный округ, 197082, Россия;POINT (30.210707585085345 60.00404379071767);2022-04-18;Ямы надороге разбито дорожное покрытие;Дороги;Приморский;ПОС;1;36.0;№ 65
40196;40196;Гатчинское ш;гатчинское;;;Гатчинское шоссе  Санкт-Петербург Россия;['Гатчинское шоссе  Санкт-Петербург Россия'];Гатчинское шоссе  Санкт-Петербург Россия;Гатчинское шоссе;Гатчинское шоссе, Красное Село, Санкт-Петербург, Северо-Западный федеральный округ, 198320, Россия;POINT (30.080091823558522 59.721012204162);2022-04-18;Ужасная дорога между гп. Виллози и Красным селом!! То что сделали зимой ямочный ремонт растаял вместе со снегом!!!;Дороги;Красносельский;ПОС;1;17.0;Красное Село
40200;40200;Комендантский пр-т;комендантский;;;Комендантский проспект  Санкт-Петербург Россия;['Комендантский проспект  Санкт-Петербург Россия'];Комендантский проспект  Санкт-Петербург Россия;Комендантский проспект;Комендантский проспект, Озеро Долгое, округ Озеро Долгое, Санкт-Петербург, Северо-Западный федеральный округ, 197371, Россия;POINT (30.2564847 60.0103196);2022-04-18;Ямы на дороге явно выходят за рамки разрешенных ГОСТом размеров. Движение по такой дороге опасно.;Дороги;Приморский;ПОС;1;50.0;Озеро Долгое
40270;40270;Бухарестская ул;бухарестская;;улица;Бухарестская улица  Санкт-Петербург Россия;['Бухарестская улица  Санкт-Петербург Россия'];Бухарестская улица  Санкт-Петербург Россия;Бухарестская улица;Бухарестская улица, Купчино, Георгиевский округ, Санкт-Петербург, Северо-Западный федеральный округ, 192288, Россия;POINT (30.408755192305343 59.84263389223013);2022-04-18;Яма на тротуаре уже полгода. На пересечении ул. Бухарестская и Дунайский проспект. Находиться между пешеходным переходом и автобусной остановкой, которая находится со стороны дома 124/56.;Дороги;Фрунзенский;ПОС;1;54.0;Георгиевский
40293;40293;Кронверкская ул 15;кронверкская;15;улица;Кронверкская улица 15 Санкт-Петербург Россия;['Кронверкская улица 15 Санкт-Петербург Россия'];Кронверкская улица 15 Санкт-Петербург Россия;Кронверкская улица;15, Кронверкская улица, Петроградская сторона, округ Кронверкское, Санкт-Петербург, Северо-Западный федеральный округ, 197101, Россия;POINT (30.31229808087033 59.9600181);2022-04-18;Ямы во дворе, ремонтируемые ежегодно появились снова. Вопрос о неэффективном расходовании бюджетных средств не решен;Благоустройство;Петроградский;ПОС;1;12.0;Кронверкское
40297;40297;Сердобольская ул;сердобольская;;улица;Сердобольская улица  Санкт-Петербург Россия;['Сердобольская улица  Санкт-Петербург Россия'];Сердобольская улица  Санкт-Петербург Россия;Сердобольская улица;Сердобольская улица, Выборгская сторона, округ Сампсониевское, Санкт-Петербург, Северо-Западный федеральный округ, 194156, Россия;POINT (30.32747580877868 59.99392628496103);2022-04-18;Улица Сердобольская от дома 5, и далее, переходит в Торжсковскую - лежит вдоль обочины массивный слой песка, не убранного после зимнего сезона. Из-за ветра и проезжающих машин поднимается пыль столбом,сложно дышать;Дороги;Приморский;ПОС;1;72.0;Сампсониевское
40305;40305;Новаторов б-р;новаторов;;;бульвар Новаторов  Санкт-Петербург Россия;['бульвар Новаторов  Санкт-Петербург Россия'];бульвар Новаторов  Санкт-Петербург Россия;бульвар Новаторов;бульвар Новаторов, Дачное, округ Дачное, Санкт-Петербург, Северо-Западный федеральный округ, 198217, Россия;POINT (30.24606855 59.84126845);2022-04-18;Мусор, грязь и песок с краю внутридворового проезда напротив д пр. Народного Ополчения, 15;Благоустройство;Кировский;ПОС;1;40.0;Дачное
40316;40316;Науки пр-т;науки;;;проспект Науки  Санкт-Петербург Россия;['проспект Науки  Санкт-Петербург Россия'];проспект Науки  Санкт-Петербург Россия;проспект Науки;проспект Науки, округ Академическое, Санкт-Петербург, Северо-Западный федеральный округ, 195427, Россия;POINT (30.374376855858753 60.017624320489126);2022-04-18;Добрый день. Не убирают дорожное покрытие, в том числе проезжую часть, особенно обочину. Науки 24 к. 1.;Транспорт;Калининский;ПОС;1;85.0;Академическое
40338;40338;Зверинская ул;зверинская;;улица;Зверинская улица  Санкт-Петербург Россия;['Зверинская улица  Санкт-Петербург Россия'];Зверинская улица  Санкт-Петербург Россия;Зверинская улица;Зверинская улица, Петроградская сторона, Введенский округ, Санкт-Петербург, Северо-Западный федеральный округ, 197198, Россия;POINT (30.30499164315204 59.95186569710327);2022-04-18;Петроградская сторона, ул. Зверинская: всё утопает в пыли и грязи. Уборка улиц не ведется месяцами. На проезжей части и на тротуарах, по обочинам грязь и каменная крошка еще со времен зимних обработок. На детской площадке (Зверинская, 24) в прошлом году положили новое покрытие, которое уже разбили ломами (!!) при очистке то льда. Сквер В. Цоя похож на помойку, прошлогодняя листва и сучья на газонах. Все то же самое - в Александровском парке (у зоопарка). пыль и грязь не убирают как минимум с зимы. наведите порядок!;Благоустройство;Петроградский;ПОС;1;52.0;Введенский
40343;40343;Пионерская ул 38;пионерская;38;улица;Пионерская улица 38 Санкт-Петербург Россия;['Пионерская улица 38 Санкт-Петербург Россия'];Пионерская улица 38 Санкт-Петербург Россия;Пионерская улица;38, Пионерская улица, Петроградская сторона, округ Чкаловское, Санкт-Петербург, Северо-Западный федеральный округ, 197110, Россия;POINT (30.279053578597612 59.961854450000004);2022-04-18;Очень узкий и неубранный тротуар. строительный мусор преграждает проход по тротуару, нужно выходить на проезжую часть, с коляской опасно и неудобно.;Благоустройство;Петроградский;ПОС;1;44.0;Чкаловское
40345;40345;Гжатская ул;гжатская;;улица;Гжатская улица  Санкт-Петербург Россия;['Гжатская улица  Санкт-Петербург Россия'];Гжатская улица  Санкт-Петербург Россия;Гжатская улица;Гжатская улица, Гражданка, округ Академическое, Санкт-Петербург, Северо-Западный федеральный округ, 195220, Россия;POINT (30.38588149788793 60.00837281727716);2022-04-18;Уважаемая администрация!, Просьба произвести уборку тротуара вдоль магазина ОКЕЙ (по улице Гжатская) с помощью поливочной техники. Большое количество песка после зимнего периода. Поднимается пыль. Спасибо.;Благоустройство;Калининский;ПОС;1;85.0;Академическое
40353;40353;Брянцева ул 80к1;брянцева;;улица;улица Брянцева  Санкт-Петербург Россия;['улица Брянцева  Санкт-Петербург Россия'];улица Брянцева  Санкт-Петербург Россия;улица Брянцева;улица Брянцева, округ Прометей, Санкт-Петербург, Северо-Западный федеральный округ, 195297, Россия;POINT (30.408660478073724 60.04179504104047);2022-04-18;Уважаемая администрация! Просьба произвести уборку тротуара вдоль нового торгового центра Прометей. по улице Брянцевас помощью поливочной техники. Большое количество песка после зимнего периода. Интенсивное движепие пешеходов. Поднимается пыль. Спасибо;Благоустройство;Калининский;ПОС;1;79.0;Прометей
40355;40355;Маяковского ул 45;маяковского;45;улица;улица Маяковского 45 Санкт-Петербург Россия;['улица Маяковского 45 Санкт-Петербург Россия'];улица Маяковского 45 Санкт-Петербург Россия;улица Маяковского;45 к2, улица Маяковского, Левашово, Санкт-Петербург, Северо-Западный федеральный округ, 194361, Россия;POINT (30.21349305 60.09740395);2022-04-18;Весь тротуар в птичьем помете, запах ужасный!;Отходы;Центральный;ПОС;1;24.0;Левашово
40364;40364;Голицынская ул;голицынская;;улица;Голицынская улица  Санкт-Петербург Россия;['Голицынская улица  Санкт-Петербург Россия'];Голицынская улица  Санкт-Петербург Россия;Голицынская улица;Голицынская улица, Осиновая Роща, Парголово, Санкт-Петербург, Северо-Западный федеральный округ, 194362, Россия;POINT (30.262779847753755 60.1074109077348);2022-04-18;Очень грязно на дорогах, пыль, мусор, песка на тротуаре, который сыпали зимой тоннами.;Дороги;Выборгский;ПОС;1;30.0;Парголово
40373;40373;Вербная ул;вербная;;улица;Вербная улица  Санкт-Петербург Россия;['Вербная улица  Санкт-Петербург Россия'];Вербная улица  Санкт-Петербург Россия;Вербная улица;Вербная улица, округ Юнтолово, Санкт-Петербург, Северо-Западный федеральный округ, 197375, Россия;POINT (30.277936450851268 60.02386760657233);2022-04-18;"Автобусов стало значительно больше, а инфраструктура остановок общественного транспорта не адаптирована под новые объёмы. В этом месте срочно требуется сделать ""карман"" для общественного транспорта, в ином случае в час пик на остановке одновременно останавливается до 2х автобусов и они значительно затрудняют проезд автотранспорта, т.к. фактически остаётся одна полоса проезда, от Поклонногоского путепровода в сторону Новоколомяжского. Перекрёсток Афонской и Вербной сейчас очень загружен. Автобусы закрывая одну из полос и всегда создают сложности как при проезде прямо с путепровода, так приповороте с обеих сторон Афонской в сторону Новоколомяжского пр. Спасибо.";Транспорт;Приморский;ПОС;1;37.0;Юнтолово
40376;40376;Шафировский пр-т;шафировский;;;Шафировский проспект  Санкт-Петербург Россия;['Шафировский проспект  Санкт-Петербург Россия'];Шафировский проспект  Санкт-Петербург Россия;Шафировский проспект;Шафировский проспект, округ Полюстрово, Санкт-Петербург, Северо-Западный федеральный округ, 196067, Россия;POINT (30.446864345393468 59.989823973050406);2022-04-18;Высоко торчит стык виадука , который пробивает колеса. Много водителей которые стоят и меняют колеса;Дороги;Красногвардейский;ПОС;1;95.0;Полюстрово
40387;40387;шафировский пр-т;шафировский;;;Шафировский проспект  Санкт-Петербург Россия;['Шафировский проспект  Санкт-Петербург Россия'];Шафировский проспект  Санкт-Петербург Россия;Шафировский проспект;Шафировский проспект, округ Полюстрово, Санкт-Петербург, Северо-Западный федеральный округ, 196067, Россия;POINT (30.446864345393468 59.989823973050406);2022-04-18;Здравствуйте Есть проблема пробки на шафировском проспекте Вся пробка образовывается из за шафировского виадуга, так как на подъёме положили асфальтное покрытие на стыке с большим подъёмом, получается кочка из за этого все машины притормаживают. Дальше пробка рассасывается.. Пробка на шафировском проспекте постоянная даже если поток машин небольшой. Если нужно могу прислать видео. Моё мнение решение данной проблемы сделать более пологий заезд на стыке. Зарание спасибо.;Дороги;Красногвардейский;ПОС;1;95.0;Полюстрово
40388;40388;Дальневосточный пр-т;дальневосточный;;;Дальневосточный проспект  Санкт-Петербург Россия;['Дальневосточный проспект  Санкт-Петербург Россия'];Дальневосточный проспект  Санкт-Петербург Россия;Дальневосточный проспект;Дальневосточный проспект, округ Правобережный, Санкт-Петербург, Северо-Западный федеральный округ, 193091, Россия;POINT (30.43284777403466 59.91518165679043);2022-04-18;Постоянно переполненная урна. Мусор не вывозят;Отходы;Невский;ПОС;1;93.0;Правобережный
40495;40495;Дальневосточный пр-т;дальневосточный;;;Дальневосточный проспект  Санкт-Петербург Россия;['Дальневосточный проспект  Санкт-Петербург Россия'];Дальневосточный проспект  Санкт-Петербург Россия;Дальневосточный проспект;Дальневосточный проспект, округ Правобережный, Санкт-Петербург, Северо-Западный федеральный округ, 193091, Россия;POINT (30.43284777403466 59.91518165679043);2022-04-18;Нелегальная реклама. В большом количестве. Не осуществляется уборка;Транспорт;Невский;ПОС;1;93.0;Правобережный
40672;40672;Пловдивская ул 3к1;пловдивская;3к1;улица;Пловдивская улица 3к1 Санкт-Петербург Россия;['Пловдивская улица 3к1 Санкт-Петербург Россия'];Пловдивская улица 3к1 Санкт-Петербург Россия;Пловдивская улица;3 к1, Пловдивская улица, Купчино, Георгиевский округ, Санкт-Петербург, Северо-Западный федеральный округ, 192281, Россия;POINT (30.380808550926375 59.840064999999996);2022-04-18;"На Пловдивской улице установлены знаки ""Остановка запрещена"". Причём дополнительная табличка уточняет, что знак действует по четвергам (на чётной стороне по средам) с 00.00 до 07.00 часов. Это спальный район, люди вечером приезжают с работы и паркуют машины. И мест свободных нет! Понимаю, что надо убирать снег, подметать и мыть дорогу. Но!!! Это спальный район! При запрещеннии парковки ночью, припарковать машину по ПДД, просто некуда, нет места, всё забито! Неужели никто из чиновников не догадался запретить парковку ДНЁМ, когда большинство и так на работе, свободная дорога и можно спокойно убрать снег? Снег за прошедшую зиму, ночью, убирали раза три. Но штрафуют за неправильную парковку регулярно. Убедительная просьба, принять меры.";Транспорт;Фрунзенский;ПОС;1;54.0;Георгиевский
40674;40674;Приморское ш;приморское;;;Приморское шоссе  Санкт-Петербург Россия;['Приморское шоссе  Санкт-Петербург Россия'];Приморское шоссе  Санкт-Петербург Россия;Приморское шоссе;Приморское шоссе, округ Лахта-Ольгино, Санкт-Петербург, Северо-Западный федеральный округ, 197229, Россия;POINT (30.098512859843286 59.99824114377982);2022-04-18;Добрый день. При выезде на Приморское шоссе после переезда создаётся аварийна ситуация, так как приходится выезжать на «среднюю» полосу, а машины которые поворачивают на коннолахтинский проспект закрывают обзор. Возможно ли сделать безопасную полосу для выезда в этом месте?;Транспорт;Приморский;ПОС;1;21.0;Лахта-Ольгино
40688;40688;Ленинградская ул 67к1;ленинградская;;улица;Ленинградская улица  Санкт-Петербург Россия;['Ленинградская улица  Санкт-Петербург Россия'];Ленинградская улица  Санкт-Петербург Россия;Ленинградская улица;Ленинградская улица, СНТ «АТП-71», Торики, округ Горелово, Санкт-Петербург, Северо-Западный федеральный округ, 198323, Россия;POINT (30.1167251 59.7878052);2022-04-18;Проживаю в Пушкинском районе, ул. Ленинградская д. 67 кв.1. С 03 марта 2022г. не могу добиться от ЖКС-2 организовать уборку на лестничной клетки подъезда. Отправила жалобу в администрацию Пушкинского района № ОБ-1569-2180/22-0-0 от 25.03.2022 г. Прибыло 2 комиссии, ни чего не изменилось, лестничная клетка регулярно не подметается, последняя влажная уборка 03 марта 2022 г.;ЖКХ;Пушкинский;ПОС;1;18.0;Горелово
40689;40689;Славы пр-т 10к4;славы;;;проспект Славы  Санкт-Петербург Россия;['проспект Славы  Санкт-Петербург Россия'];проспект Славы  Санкт-Петербург Россия;проспект Славы;Проспект Славы, Бухарестская улица, округ № 72, Санкт-Петербург, Северо-Западный федеральный округ, 192286, Россия;POINT (30.3953316 59.8567195);2022-04-18;С прошлой осени не убраны листья на газонах. Двор не подметается, в парадных не убираются лестницы не делается влажная уборка;ЖКХ;Фрунзенский;ПОС;1;88.0;№ 72
40691;40691;2-я Советская ул 18;советская;18;улица;Советская улица 18 Санкт-Петербург Россия;['Советская улица 18 Санкт-Петербург Россия'];Советская улица 18 Санкт-Петербург Россия;Советская улица;18, Советская улица, Горелово, округ Горелово, Санкт-Петербург, Северо-Западный федеральный округ, 198323, Россия;POINT (30.139274500090437 59.78353035000001);2022-04-18;Необходим демонтаж тросовых замков, оставшихся от старой деревянной скамейки. Ключи от замков ранее были в садике, но были утеряны. ❗️Дети могут просто зацепиться о них и упасть - нужно демонтировать.;Благоустройство;Центральный;ПОС;1;18.0;Горелово
40694;40694;Шкапина ул 9;шкапина;9;улица;улица Шкапина 9 Санкт-Петербург Россия;['улица Шкапина 9 Санкт-Петербург Россия'];улица Шкапина 9 Санкт-Петербург Россия;улица Шкапина;Балт Бизнес Брокер Таможенный Брокер Balt Business Broker, 9-11, улица Шкапина, Екатерингофский округ, Санкт-Петербург, Северо-Западный федеральный округ, 198095, Россия;POINT (30.29150384482614 59.90538325);2022-04-18;Внутриквартальный проезд между ул. Розенштейна и Шкапина не убирается никогда. Прошу сообщить кто ответственный за его уборку и убрать весь мусор, который лежит с прошлого года.;Отходы;Адмиралтейский;ПОС;1;55.0;Екатерингофский
40696;40696;Железноводская ул;железноводская;;улица;Железноводская улица  Санкт-Петербург Россия;['Железноводская улица  Санкт-Петербург Россия'];Железноводская улица  Санкт-Петербург Россия;Железноводская улица;Железноводская улица, округ Остров Декабристов, Санкт-Петербург, Северо-Западный федеральный округ, 199155, Россия;POINT (30.240598008294928 59.95029072073235);2022-04-18;У газона у поликлиники низкий поребрик и туда постоянно паркуются машины разрушая газон , прошу поставить высокий поребрик , чтобы машины не могли туда заехать;Благоустройство;Василеостровский;ПОС;1;35.0;Остров Декабристов
40702;40702;Тимуровская ул 22;тимуровская;22;улица;Тимуровская улица 22 Санкт-Петербург Россия;['Тимуровская улица 22 Санкт-Петербург Россия'];Тимуровская улица 22 Санкт-Петербург Россия;Тимуровская улица;22 к1, Тимуровская улица, округ Прометей, Санкт-Петербург, Северо-Западный федеральный округ, 195297, Россия;POINT (30.406251921303486 60.04380260000001);2022-04-18;Горы мусора на детской площадке, полные мусорки, разбитые бутылки, никто не убирает. За домом по ул. Тимуровская 22;Благоустройство;Калининский;ПОС;1;79.0;Прометей
